0.000000, 11.000000, 0.000000, 20.000000 
0.002001, 10.999921, 0.000000, 20.012572 
0.004002, 10.999684, 0.000000, 20.025143 
0.006003, 10.999289, 0.000000, 20.037709 
0.008004, 10.998736, 0.000000, 20.050269 
0.010005, 10.998025, 0.000000, 20.062822 
0.012006, 10.997156, 0.000000, 20.075364 
0.014007, 10.996130, 0.000000, 20.087895 
0.016008, 10.994946, 0.000000, 20.100412 
0.018009, 10.993605, 0.000000, 20.112913 
0.020010, 10.992107, 0.000000, 20.125396 
0.022011, 10.990452, 0.000000, 20.137859 
0.024012, 10.988640, 0.000000, 20.150300 
0.026013, 10.986673, 0.000000, 20.162718 
0.028014, 10.984549, 0.000000, 20.175110 
0.030015, 10.982270, 0.000000, 20.187474 
0.032016, 10.979835, 0.000000, 20.199809 
0.034017, 10.977245, 0.000000, 20.212112 
0.036018, 10.974501, 0.000000, 20.224381 
0.038019, 10.971603, 0.000000, 20.236615 
0.040020, 10.968552, 0.000000, 20.248812 
0.042021, 10.965347, 0.000000, 20.260969 
0.044022, 10.961990, 0.000000, 20.273085 
0.046023, 10.958481, 0.000000, 20.285158 
0.048024, 10.954820, 0.000000, 20.297186 
0.050025, 10.951008, 0.000000, 20.309166 
0.052026, 10.947046, 0.000000, 20.321098 
0.054027, 10.942934, 0.000000, 20.332980 
0.056028, 10.938673, 0.000000, 20.344808 
0.058029, 10.934264, 0.000000, 20.356582 
0.060030, 10.929707, 0.000000, 20.368300 
0.062031, 10.925003, 0.000000, 20.379959 
0.064032, 10.920153, 0.000000, 20.391559 
0.066033, 10.915158, 0.000000, 20.403096 
0.068034, 10.910017, 0.000000, 20.414570 
0.070035, 10.904733, 0.000000, 20.425978 
0.072036, 10.899306, 0.000000, 20.437319 
0.074037, 10.893737, 0.000000, 20.448591 
0.076038, 10.888027, 0.000000, 20.459792 
0.078039, 10.882176, 0.000000, 20.470920 
0.080040, 10.876186, 0.000000, 20.481974 
0.082041, 10.870057, 0.000000, 20.492952 
0.084042, 10.863790, 0.000000, 20.503851 
0.086043, 10.857388, 0.000000, 20.514671 
0.088044, 10.850849, 0.000000, 20.525410 
0.090045, 10.844176, 0.000000, 20.536066 
0.092046, 10.837370, 0.000000, 20.546637 
0.094047, 10.830431, 0.000000, 20.557121 
0.096048, 10.823361, 0.000000, 20.567517 
0.098049, 10.816161, 0.000000, 20.577824 
0.100050, 10.808832, 0.000000, 20.588040 
0.102051, 10.801375, 0.000000, 20.598162 
0.104052, 10.793792, 0.000000, 20.608190 
0.106053, 10.786083, 0.000000, 20.618122 
0.108054, 10.778249, 0.000000, 20.627956 
0.110055, 10.770293, 0.000000, 20.637690 
0.112056, 10.762215, 0.000000, 20.647324 
0.114057, 10.754016, 0.000000, 20.656856 
0.116058, 10.745698, 0.000000, 20.666284 
0.118059, 10.737263, 0.000000, 20.675606 
0.120060, 10.728710, 0.000000, 20.684822 
0.122061, 10.720043, 0.000000, 20.693929 
