0.000000, 1.000000, 0.000000, 0.000000 
0.002001, 0.999921, 0.000000, 0.012572 
0.004002, 0.999684, 0.000000, 0.025143 
0.006003, 0.999289, 0.000000, 0.037709 
0.008004, 0.998736, 0.000000, 0.050269 
0.010005, 0.998025, 0.000000, 0.062822 
0.012006, 0.997156, 0.000000, 0.075364 
0.014007, 0.996130, 0.000000, 0.087895 
0.016008, 0.994946, 0.000000, 0.100412 
0.018009, 0.993605, 0.000000, 0.112913 
0.020010, 0.992107, 0.000000, 0.125396 
0.022011, 0.990452, 0.000000, 0.137859 
0.024012, 0.988640, 0.000000, 0.150300 
0.026013, 0.986673, 0.000000, 0.162718 
0.028014, 0.984549, 0.000000, 0.175110 
0.030015, 0.982270, 0.000000, 0.187474 
0.032016, 0.979835, 0.000000, 0.199809 
0.034017, 0.977245, 0.000000, 0.212112 
0.036018, 0.974501, 0.000000, 0.224381 
0.038019, 0.971603, 0.000000, 0.236615 
0.040020, 0.968552, 0.000000, 0.248812 
0.042021, 0.965347, 0.000000, 0.260969 
0.044022, 0.961990, 0.000000, 0.273085 
0.046023, 0.958481, 0.000000, 0.285158 
0.048024, 0.954820, 0.000000, 0.297186 
0.050025, 0.951008, 0.000000, 0.309166 
0.052026, 0.947046, 0.000000, 0.321098 
0.054027, 0.942934, 0.000000, 0.332980 
0.056028, 0.938673, 0.000000, 0.344808 
0.058029, 0.934264, 0.000000, 0.356582 
0.060030, 0.929707, 0.000000, 0.368300 
0.062031, 0.925003, 0.000000, 0.379959 
0.064032, 0.920153, 0.000000, 0.391559 
0.066033, 0.915158, 0.000000, 0.403096 
0.068034, 0.910017, 0.000000, 0.414570 
0.070035, 0.904733, 0.000000, 0.425978 
0.072036, 0.899306, 0.000000, 0.437319 
0.074037, 0.893737, 0.000000, 0.448591 
0.076038, 0.888027, 0.000000, 0.459792 
0.078039, 0.882176, 0.000000, 0.470920 
0.080040, 0.876186, 0.000000, 0.481974 
0.082041, 0.870057, 0.000000, 0.492952 
0.084042, 0.863790, 0.000000, 0.503851 
0.086043, 0.857388, 0.000000, 0.514671 
0.088044, 0.850849, 0.000000, 0.525410 
0.090045, 0.844176, 0.000000, 0.536066 
0.092046, 0.837370, 0.000000, 0.546637 
0.094047, 0.830431, 0.000000, 0.557121 
0.096048, 0.823361, 0.000000, 0.567517 
0.098049, 0.816161, 0.000000, 0.577824 
0.100050, 0.808832, 0.000000, 0.588040 
0.102051, 0.801375, 0.000000, 0.598162 
0.104052, 0.793792, 0.000000, 0.608190 
0.106053, 0.786083, 0.000000, 0.618122 
0.108054, 0.778249, 0.000000, 0.627956 
0.110055, 0.770293, 0.000000, 0.637690 
0.112056, 0.762215, 0.000000, 0.647324 
0.114057, 0.754016, 0.000000, 0.656856 
0.116058, 0.745698, 0.000000, 0.666284 
0.118059, 0.737263, 0.000000, 0.675606 
0.120060, 0.728710, 0.000000, 0.684822 
0.122061, 0.720043, 0.000000, 0.693929 
0.124062, 0.711262, 0.000000, 0.702927 
0.126063, 0.702368, 0.000000, 0.711814 
0.128064, 0.693363, 0.000000, 0.720588 
0.130065, 0.684249, 0.000000, 0.729248 
0.132066, 0.675027, 0.000000, 0.737793 
0.134067, 0.665698, 0.000000, 0.746222 
0.136068, 0.656263, 0.000000, 0.754532 
0.138069, 0.646725, 0.000000, 0.762723 
0.140070, 0.637085, 0.000000, 0.770794 
0.142071, 0.627344, 0.000000, 0.778742 
0.144072, 0.617504, 0.000000, 0.786568 
0.146073, 0.607566, 0.000000, 0.794269 
0.148074, 0.597532, 0.000000, 0.801845 
0.150075, 0.587404, 0.000000, 0.809294 
0.152076, 0.577183, 0.000000, 0.816615 
0.154077, 0.566870, 0.000000, 0.823807 
0.156078, 0.556468, 0.000000, 0.830869 
0.158079, 0.545978, 0.000000, 0.837799 
0.160080, 0.535402, 0.000000, 0.844597 
0.162081, 0.524741, 0.000000, 0.851262 
0.164082, 0.513997, 0.000000, 0.857792 
0.166083, 0.503172, 0.000000, 0.864186 
0.168084, 0.492268, 0.000000, 0.870444 
0.170085, 0.481285, 0.000000, 0.876564 
0.172086, 0.470227, 0.000000, 0.882546 
0.174087, 0.459094, 0.000000, 0.888388 
0.176088, 0.447889, 0.000000, 0.894089 
0.178089, 0.436612, 0.000000, 0.899650 
0.180090, 0.425267, 0.000000, 0.905068 
0.182091, 0.413855, 0.000000, 0.910343 
0.184092, 0.402377, 0.000000, 0.915474 
